location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Kaufingerstraße, München;2020-09-09 00:00:00 +0200;Wednesday;58606;25;clear-day;
Kaufingerstraße, München;2020-09-10 00:00:00 +0200;Thursday;59237;24;partly-cloudy-day;
Kaufingerstraße, München;2020-09-11 00:00:00 +0200;Friday;70657;23;partly-cloudy-day;
Kaufingerstraße, München;2020-09-12 00:00:00 +0200;Saturday;99487;26;clear-day;
Kaufingerstraße, München;2020-09-13 00:00:00 +0200;Sunday;25985;26;clear-day;
Kaufingerstraße, München;2020-09-14 00:00:00 +0200;Monday;53537;26;partly-cloudy-day;
Kaufingerstraße, München;2020-09-15 00:00:00 +0200;Tuesday;50165;28;clear-day;
Kaufingerstraße, München;2020-09-16 00:00:00 +0200;Wednesday;52434;26;rain;
Kaufingerstraße, München;2020-09-17 00:00:00 +0200;Thursday;54956;24;rain;
Kaufingerstraße, München;2020-09-18 00:00:00 +0200;Friday;68798;19;clear-day;
Kaufingerstraße, München;2020-09-19 00:00:00 +0200;Saturday;99938;22;clear-day;
Kaufingerstraße, München;2020-09-20 00:00:00 +0200;Sunday;27063;22;partly-cloudy-day;
Kaufingerstraße, München;2020-09-21 00:00:00 +0200;Monday;55195;23;clear-day;
Kaufingerstraße, München;2020-09-22 00:00:00 +0200;Tuesday;47615;24;rain;
Kaufingerstraße, München;2020-09-23 00:00:00 +0200;Wednesday;46873;19;rain;
Kaufingerstraße, München;2020-09-24 00:00:00 +0200;Thursday;46500;21;rain;
Kaufingerstraße, München;2020-09-25 00:00:00 +0200;Friday;20384;15;rain;
Kaufingerstraße, München;2020-09-26 00:00:00 +0200;Saturday;55007;7;rain;
Kaufingerstraße, München;2020-09-27 00:00:00 +0200;Sunday;20458;15;rain;
Kaufingerstraße, München;2020-09-28 00:00:00 +0200;Monday;42423;11;rain;
Kaufingerstraße, München;2020-09-29 00:00:00 +0200;Tuesday;35654;12;rain;
Kaufingerstraße, München;2020-09-30 00:00:00 +0200;Wednesday;52388;16;partly-cloudy-day;
Kaufingerstraße, München;2020-10-01 00:00:00 +0200;Thursday;51840;18;partly-cloudy-day;
Kaufingerstraße, München;2020-10-02 00:00:00 +0200;Friday;71831;19;cloudy;
Kaufingerstraße, München;2020-10-03 00:00:00 +0200;Saturday;25996;18;rain;
Kaufingerstraße, München;2020-10-04 00:00:00 +0200;Sunday;25321;16;partly-cloudy-day;
Kaufingerstraße, München;2020-10-05 00:00:00 +0200;Monday;55001;14;rain;
Kaufingerstraße, München;2020-10-06 00:00:00 +0200;Tuesday;47583;14;rain;
Kaufingerstraße, München;2020-10-07 00:00:00 +0200;Wednesday;47110;12;rain;
Kaufingerstraße, München;2020-10-08 00:00:00 +0200;Thursday;58978;15;rain;
Kaufingerstraße, München;2020-10-09 00:00:00 +0200;Friday;72812;18;cloudy;
Kaufingerstraße, München;2020-10-10 00:00:00 +0200;Saturday;77413;12;rain;
Kaufingerstraße, München;2020-10-11 00:00:00 +0200;Sunday;22213;10;rain;
Kaufingerstraße, München;2020-10-12 00:00:00 +0200;Monday;51425;9;rain;
Kaufingerstraße, München;2020-10-13 00:00:00 +0200;Tuesday;47827;11;rain;
Kaufingerstraße, München;2020-10-14 00:00:00 +0200;Wednesday;45133;9;rain;
Kaufingerstraße, München;2020-10-15 00:00:00 +0200;Thursday;45560;10;rain;
Kaufingerstraße, München;2020-10-16 00:00:00 +0200;Friday;36362;10;rain;
Kaufingerstraße, München;2020-10-17 00:00:00 +0200;Saturday;82193;10;rain;
Kaufingerstraße, München;2020-10-18 00:00:00 +0200;Sunday;16323;11;rain;
Kaufingerstraße, München;2020-10-19 00:00:00 +0200;Monday;45083;12;partly-cloudy-day;
Kaufingerstraße, München;2020-10-20 00:00:00 +0200;Tuesday;40749;12;partly-cloudy-day;
Kaufingerstraße, München;2020-10-21 00:00:00 +0200;Wednesday;40870;17;partly-cloudy-day;
Kaufingerstraße, München;2020-10-22 00:00:00 +0200;Thursday;40960;18;partly-cloudy-day;
Kaufingerstraße, München;2020-10-23 00:00:00 +0200;Friday;49779;17;rain;
Kaufingerstraße, München;2020-10-24 00:00:00 +0200;Saturday;69530;14;rain;
Kaufingerstraße, München;2020-10-25 00:00:00 +0200;Sunday;16612;15;partly-cloudy-day;
Kaufingerstraße, München;2020-10-26 00:00:00 +0100;Monday;22513;10;rain;
Kaufingerstraße, München;2020-10-27 00:00:00 +0100;Tuesday;37614;11;rain;
Kaufingerstraße, München;2020-10-28 00:00:00 +0100;Wednesday;39156;13;rain;
Kaufingerstraße, München;2020-10-29 00:00:00 +0100;Thursday;24865;11;rain;
